TA_ID,TAMBON_T,TAMBON_E,AM_ID,LAT,LONG
940108,ต. บาราโหม,Bara Hom,9401,6.873,101.317
100203,แขวง สวนจิตรลดา,Suan Chit Lada,1002,13.767,100.52
910106,ต. เกาะสาหร่าย,Ko Sarai,9101,6.662,99.849
101804,แขวง คลองต้นไทร,,1018,13.725,100.508
200111,ต. บางทราย,Bang Sai,2001,13.393,100.996
860306,ต. ปากคลอง,Pak Khlong,8603,10.856,99.487
103302,แขวง คลองตัน,,1033,13.723,100.571
230601,ต. เกาะหมาก,Ko Mak,2306,11.842,102.526
910106,ต. เกาะสาหร่าย,Ko Sarai,9101,6.491,99.304
102801,แขวง ทุ่งวัดดอน,,1028,13.71,100.532
100703,แขวง ปทุมวัน,,1007,13.74,100.535
103101,แขวง บางคอแหลม,,1031,13.696,100.494
401002,ต. ในเมือง,Nai Mueang,4010,16.035,102.723
103901,แขวง คลองเตยเหนือ,,1039,13.743,100.56
830304,ต. ป่าคลอก,Pa Khlok,8303,8.055,98.464
800103,ต. คลัง,Khlang,8001,8.434,99.966
102005,แขวง บ้านช่างหล่อ,,1020,13.752,100.477
140118,ต. คลองสระบัว,Khlong Sa Bua,1401,14.371,100.563
102802,แขวง ยานนาวา,,1028,13.714,100.514
600301,ต. ชุมแสง,Chum Saeng,6003,15.896,100.315
100201,แขวง ดุสิต,Dusit,1002,13.772,100.513
102503,แขวง บางบำหรุ,,1025,13.781,100.482
120612,ต. คลองเกลือ,Khlong Kluea,1206,13.902,100.55
101803,แขวง บางลำภูล่าง,,1018,13.715,100.501
103703,แขวง ถนนเพชรบุรี,,1037,13.752,100.559
760109,ต. เวียงคอย,Wiang Khoi,7601,13.121,99.9
500115,ต. ป่าตัน,Pa Tan,5001,18.811,98.999
170101,ต. บางพุทรา,Bang Phutsa,1701,14.89,100.404
103701,แขวง ทุ่งพญาไท,,1037,13.763,100.53
140104,ต. หัวรอ,Hua Ro,1401,14.368,100.578
810301,ต. เกาะลันตาใหญ่,Ko Lanta Yai,8103,7.207,99.061
750211,ต. ยายแพง,Yai Phaeng,7502,13.487,99.958
700501,ต. บ้านโป่ง,Ban Pong,7005,13.816,99.873
110406,ต. บางหัวเสือ,Bang Hua Suea,1104,13.625,100.549
200101,ต. บางปลาสร้อย,Bang Pla Soi,2001,13.364,100.987
260101,ต. นครนายก,Nakhon Nayok,2601,14.204,101.219
750210,ต. บางนกแขวก,Bang Nok Khwaek,7502,13.504,99.923
810502,ต. แหลมสัก,Laem Sak,8105,8.262,98.63
102208,แขวง คลองขวาง,,1022,13.738,100.423
810301,ต. เกาะลันตาใหญ่,Ko Lanta Yai,8103,7.224,99.08
230601,ต. เกาะหมาก,Ko Mak,2306,11.804,102.383
140816,ต. บ้านใหญ่,Ban Yai,1408,14.435,100.384
810802,ต. เกาะศรีบอยา,Ko Si Boya,8108,7.829,98.988
190201,ต. แก่งคอย,Kaeng Khoi,1902,14.586,101.002
103502,แขวง บางค้อ,,1035,13.702,100.476
840401,ต. อ่างทอง,Ang Thong,8404,9.393,99.669
750208,ต. บางกุ้ง,Bang Kung,7502,13.459,99.931
730301,ต. นครชัยศรี,Nakhon Chai Si,7303,13.787,100.192
120204,ต. บางขนุน,Bang Khanun,1202,13.811,100.453
860101,ต. ท่าตะเภา,Tha Taphao,8601,10.498,99.179
110412,ต. บางกอบัว,Bang Ko Bua,1104,13.693,100.577
140111,ต. คลองตะเคียน,Khlong Takhian,1401,14.331,100.554
110411,ต. บางกระสอบ,Bang Krasop,1104,13.666,100.566
940101,ต. สะบารัง,Sabarang,9401,6.876,101.251
500101,ต. ศรีภูมิ,Si Phum,5001,18.796,98.985
102504,แขวง บางยี่ขัน,,1025,13.774,100.492
102009,แขวง อรุณอมรินทร์,,1020,13.772,100.477
750301,ต. อัมพวา,Amphawa,7503,13.427,99.954
850105,ต. ปากน้ำ,Pak Nam,8501,9.905,98.479
200601,ต. พนัสนิคม,Phanat Nikhom,2006,13.45,101.18
710507,ต. ท่าเรือ (เทศบาลเมืองพระแท่น),Tha Ruea,7105,13.954,99.752
102803,แขวง ทุ่งมหาเมฆ,,1028,13.718,100.541
110402,ต. ตลาด,Bang Phueng,1104,13.671,100.52
130105,ต. บ้านกระแชง,Ban Krachaeng,1301,14.031,100.552
102207,แขวง บางแวก,,1022,13.736,100.445
110408,ต. บางยอ,Bang Yo,1104,13.679,100.558
140114,ต. ลุมพลี,Lumphli,1401,14.376,100.548
940105,ต. ตันหยงลุโละ,Tanyong Lulo,9401,6.877,101.305
102502,แขวง บางอ้อ,,1025,13.802,100.512
220201,ต. ขลุง,Khlung,2202,12.452,102.218
190106,ต. นาโฉง,Na Chong,1901,14.529,100.886
110414,ต. สำโรง,Samrong,1104,13.659,100.584
650103,ต. วัดจันทร์,Wat Chan,6501,16.789,100.25
140405,ต. หน้าไม้,Na Mai,1404,14.315,100.462
140106,ต. ไผ่ลิง,Phai Ling,1401,14.356,100.589
760102,ต. คลองกระแซง,Khlong Krachaeng,7601,13.112,99.943
730302,ต. บางกระเบา,Bang Krabao,7303,13.793,100.183
240103,ต. บ้านใหม่,Ban Mai,2401,13.707,101.1
102501,แขวง บางพลัด,,1025,13.791,100.487
750307,ต. แควอ้อม,Khwae Om,7503,13.436,99.937
150208,ต. ชะไว,Chawai,1502,14.687,100.494
750212,ต. บางกระบือ,Bang Krabue,7502,13.463,99.968
100704,แขวง ลุมพินี,,1007,13.736,100.546
110415,ต. สำโรงกลาง,Samrong Klang,1104,13.653,100.564
140109,ต. สำเภาล่ม,Samphao Lom,1401,14.34,100.57
200701,ต. ศรีราชา,Si Racha,2007,13.162,100.923
810301,ต. เกาะลันตาใหญ่,Ko Lanta Yai,8103,7.417,99.204
570101,ต. เวียง,Wiang,5701,19.907,99.832
102202,แขวง บางด้วน,,1022,13.723,100.437
103903,แขวง พระโขนงเหนือ,,1039,13.719,100.596
700701,ต. โพธาราม,Photharam,7007,13.695,99.853
110413,ต. ทรงคนอง,Song Khanong,1104,13.665,100.545
120203,ต. บางสีทอง,Bang Si Thong,1202,13.818,100.479
900803,ต. เชิงแส,Choeng Sae,9008,7.561,100.356
730303,ต. วัดแค,Wat Khae,7303,13.814,100.175
830103,ต. เกาะแก้ว,Ko Kaeo,8301,7.936,98.427
260101,ต. นครนายก,Nakhon Nayok,2601,14.198,101.233
140407,ต. แคออก,Khae Ok,1404,14.305,100.472
110410,ต. บางน้ำผึ้ง,Bang Nam Phueng,1104,13.679,100.578
501302,ต. ทรายมูล,Sai Mun,5013,18.735,99.136
750207,ต. บางพรม,Bang Phrom,7502,13.452,99.955
800102,ต. ท่าวัง,Tha Wang,8001,8.449,99.961
760101,ต. ท่าราบ,Tha Rap,7601,13.097,99.949
130704,ต. กระแชง,Krachaeng,1307,14.043,100.544
110111,ต. บางโปรง,,1101,13.623,100.565
760610,ต. ลาดโพธิ์,Lat Pho,7606,13.102,99.895
120106,ต. บางไผ่,Bang Phai,1201,13.823,100.492
140201,ต. ท่าเรือ,Tha Ruea,1402,14.566,100.719
940309,ต. บางตาวา,Bang Tawa,9403,6.858,101.158
750204,ต. โรงหีบ,Rong Hip,7502,13.47,99.931
103303,แขวง พระโขนง,,1033,13.707,100.595
110409,ต. บางกะเจ้า,Bang Kachao,1104,13.697,100.561
191005,ต. ศาลารีไทย,Sala Ri Thai,1910,14.565,100.848
750106,ต. ท้ายหาด,Thai Hat,7501,13.399,99.976
901107,ต. คลองอู่ตะเภา,Khlong U Ta Phao,9011,7.045,100.446
501506,ต. สบแม่ข่า,Sop Mae Kha,5015,18.689,98.98
150105,ต. บ้านแห,Ban Hae,1501,14.565,100.434
510601,ต. ปากบ่อง,Pak Bong,5106,18.537,98.933
150209,ต. ตรีณรงค์,Tri Narong,1502,14.676,100.498
220304,ต. บ่อพุ,Bo Phu,2203,12.595,102.028
102007,แขวง บางขุนศรี,,1020,13.76,100.463
140702,ต. ขยาย,Khayai,1407,14.414,100.564
850502,ต. กำพวน,Kamphuan,8505,9.495,98.349
820101,ต. ท้ายช้าง,Thai Chang,8201,8.446,98.524
500116,ต. สันผีเสื้อ,San Phisuea,5001,18.841,98.998
501102,ต. ทุ่งหลวง,Thung Luang,5011,19.359,99.202
120608,ต. เกาะเกร็ด,Ko Kret,1206,13.91,100.472
910106,ต. เกาะสาหร่าย,Ko Sarai,9101,6.526,99.169
141601,ต. บ้านแพรก,Ban Phraek,1416,14.64,100.585
120605,ต. บางตะไนย์,Bang Tanai,1206,13.931,100.492
430101,ต. ในเมือง,Nai Mueang,4301,17.89,102.761
110407,ต. เทศบาลสำโรงใต้,Samrong Tai,1104,13.641,100.573
101907,แขวง บางเชือกหนัง,,1019,13.751,100.419
200905,ต. แสมสาร,Samae San,2009,12.577,100.947
860801,ต. ปากตะโก,Pak Tako,8608,10.112,99.141
110113,ต. บางด้วน,,1101,13.622,100.581
141603,ต. สำพะเนียง,Sam Phaniang,1416,14.638,100.567
101504,แขวง บุคคโล,,1015,13.707,100.486
120601,ต. ปากเกร็ด,Pak Kret,1206,13.912,100.506
140811,ต. โคกช้าง,Khok Chang,1408,14.5,100.388
760601,ต. บ้านลาด,Ban Lat,7606,13.063,99.928
120101,ต. สวนใหญ่,Suan Yai,1201,13.842,100.494
340107,ต. ปทุม,Pathum,3401,15.244,104.894
120202,ต. บางกรวย,Bang Kruai,1202,13.809,100.499
640101,ต. ธานี,Thani,6401,17.012,99.822
120208,ต. ปลายบาง,Plai Bang,1202,13.814,100.402
730101,ต. พระปฐมเจดีย์,Phra Pathom Chedi,7301,13.819,100.05
500113,ต. หนองป่าครั่ง,Nong Pa Khrang,5001,18.788,99.034
910504,ต. ปากน้ำ,Pak Nam,9105,6.834,99.691
730316,ต. วัดสำโรง,Wat Samrong,7303,13.827,100.218
850101,ต. เขานิเวศน์,Khao Niwet,8501,9.96,98.621
140112,ต. วัดตูม,Wat Tum,1401,14.39,100.539
200114,ต. บ้านปึก,Ban Puek,2001,13.302,100.928
500105,ต. ช้างคลาน,Chang Khlan,5001,18.774,98.996
560101,ต. เวียง,Wiang,5601,19.172,99.894
140804,ต. ลาดน้ำเค็ม,Lat Nam Khem,1408,14.482,100.393
740201,ต. ตลาดกระทุ่มแบน,Talat Krathum Baen,7402,13.654,100.25
830107,ต. ราไวย์,Rawai,8301,7.788,98.372
760120,ต. วังตะโก,Wang Tako,7601,13.134,99.893
220102,ต. วัดใหม่,Wat Mai,2201,12.611,102.105
103103,แขวง บางโคล่,,1031,13.694,100.516
191006,ต. ต้นตาล,Ton Tan,1910,14.574,100.885
500507,ต. ตลาดขวัญ,Talat Khwan,5005,18.841,99.088
141504,ต. น้ำเต้า,Namtao,1415,14.566,100.542
750306,ต. บางช้าง,Bang Chang,7503,13.437,99.953
820501,ต. ตะกั่วป่า,Takua Pa,8205,8.829,98.362
130705,ต. บางโพธิ์เหนือ,Bang Pho Nuea,1307,14.042,100.515
830107,ต. ราไวย์,Rawai,8301,7.598,98.36
730323,ต. งิ้วราย,Ngio Rai,7303,13.807,100.212
940107,ต. กะมิยอ,Kami Yo,9401,6.854,101.318
141410,ต. ธนู,Thanu,1414,14.355,100.622
141602,ต. บ้านใหม่,Ban Mai,1416,14.655,100.586
900703,ต. ตาเครียะ,Takhria,9007,7.789,100.269
510101,ต. ในเมือง,Nai Mueang,5101,18.573,99.002
750213,ต. บ้านปราโมทย์,Ban Pramot,7502,13.46,99.898
101701,แขวง ห้วยขวาง,,1017,13.769,100.577
840401,ต. อ่างทอง,Ang Thong,8404,9.619,99.679
610504,ต. ห้วยรอบ,Huai Rop,6105,15.371,99.9
200408,ต. นาเกลือ,Na Kluea,2004,12.912,100.778
840101,ต. ตลาด,Talat,8401,9.137,99.32
500111,ต. หนองหอย,Nong Hoi,5001,18.758,99.015
120403,ต. บางรักใหญ่,Bang Rak Yai,1204,13.878,100.438
120606,ต. คลองพระอุดม,Khlong Phra Udom,1206,13.93,100.479
560102,ต. แม่ต๋ำ,Mae Tam,5601,19.142,99.912
940904,ต. ตันหยงจึงงา,Tanyong Chueng Nga,9409,6.787,101.458
140711,ต. บ้านม้า,Ban Ma,1407,14.492,100.51
140121,ต. บ้านรุม,Ban Run,1401,14.312,100.559
101904,แขวง บางพรม,,1019,13.752,100.442
140501,ต. บางบาล,Bang Ban,1405,14.41,100.464
730309,ต. พะเนียด,Phaniat,7303,13.795,100.123
740101,ต. มหาชัย,Mahachai,7401,13.552,100.28
120609,ต. อ้อมเกร็ด,Om Kret,1206,13.909,100.453
140614,ต. คุ้งลาน,Khung Lan,1406,14.295,100.621
502203,ต. ทุ่งรวงทอง,Thung Ruang Thong,5022,18.554,98.849
750202,ต. บางสะแก,Bang Sakae,7502,13.45,99.928
140110,ต. สวนพริก,Suan Phrik,1401,14.391,100.558
103504,แขวง จอมทอง,,1035,13.693,100.468
501912,ต. ป่าบง,Pa Bong,5019,18.736,99.059
120206,ต. บางคูเวียง,Bang Khu Wiang,1202,13.822,100.417
200604,ต. บ้านเชิด,Ban Soet,2006,13.444,101.144
110403,ต. บางจาก,Bang Chak,1104,13.616,100.536
750205,ต. บางคนที,Bang Khonthi,7502,13.493,99.945
750209,ต. จอมปลวก,Chom Pluak,7502,13.483,99.976
101704,แขวง สามเสนนอก,,1017,13.796,100.579
140513,ต. บางหลวงโดด,Bang Luang Dot,1405,14.419,100.43
101602,แขวง วัดท่าพระ,,1016,13.733,100.475
130708,ต. บ้านงิ้ว,Ban Ngio,1307,14.084,100.539
101203,แขวง ช่องนนทรี,,1012,13.682,100.533
540101,ต. ในเวียง,Nai Wiang,5401,18.14,100.142
150413,ต. สามง่าม,Sam Ngam,1504,14.638,100.389
670305,ต. หนองสว่าง,Nong Sawang,6703,16.839,101.239
580101,ต. จองคำ,Chong Kham,5801,19.302,97.97
140101,ต. ประตูชัย,Pratu Chai,1401,14.349,100.551
700401,ต. ดำเนินสะดวก,Damnoen Saduak,7004,13.517,99.949
140311,ต. สามไถ,Sam Thai,1403,14.489,100.675
750312,ต. บางนางลี่,Bang Nang Li,7503,13.414,99.917
102401,แขวง ราษฎร์บูรณะ,,1024,13.67,100.51
310101,ต. ในเมือง,Nai Mueang,3101,14.999,103.104
200118,ต. สำนักบก,Samnak Bok,2001,13.368,101.061
750309,ต. บางแค,Bang Khae,7503,13.407,99.923
140709,ต. ตานิม,Tanim,1407,14.491,100.532
760605,ต. สมอพลือ,Samo Phlue,7606,13.06,99.952
900705,ต. บ้านใหม่,Ban Mai,9007,7.78,100.288
140511,ต. วัดตะกู,Wat Taku,1405,14.388,100.424
200117,ต. อ่างศิลา,Ang Sila,2001,13.325,100.929
150301,ต. บางปลากด,Bang Pla Kot,1503,14.509,100.461
750302,ต. สวนหลวง,Suan Luang,7503,13.414,99.953
501401,ต. สันทรายหลวง,San Sai Luang,5014,18.857,99.046
120207,ต. มหาสวัสดิ์,Mahasawat,1202,13.806,100.434
220101,ต. ตลาด,Talat,2201,12.591,102.087
100206,แขวง ถนนนครไชยศรี,,1002,13.789,100.522
150306,ต. นรสิงห์,Norasing,1503,14.518,100.431
500702,ต. ริมเหนือ,Rim Nuea,5007,18.929,98.948
141507,ต. เจ้าปลุก,Chao Pluk,1415,14.584,100.538
540408,ต. บ้านกาศ,Ban Kat,5404,18.09,100.168
660401,ต. ตะพานหิน,Taphan Hin,6604,16.222,100.427
210105,ต. เพ,Phe,2101,12.568,101.455
120201,ต. วัดชลอ,Wat Chalo,1202,13.802,100.476
500510,ต. ตลาดใหญ่,Talat Yai,5005,18.81,99.127
830102,ต. ตลาดเหนือ,Talat Nuea,8301,7.879,98.381
140119,ต. เกาะเรียน,Ko Rian,1401,14.318,100.579
130110,ต. บางพูด,Bang Phut,1301,14.035,100.572
501501,ต. หางดง,Hang Dong,5015,18.692,98.915
510104,ต. หนองช้างคืน,Nong Chang Khuen,5101,18.656,99.013
730103,ต. พระประโทน,Phra Prathon,7301,13.811,100.088
150112,ต. บ้านรี,Ban Ri,1501,14.605,100.485
130703,ต. สามโคก,Sam Khok,1307,14.052,100.529
140805,ต. ตาลาน,Ta Lan,1408,14.446,100.387
920201,ต. กันตัง,Kantang,9202,7.41,99.519
500505,ต. สง่าบ้าน,Sa-Nga Ban,5005,18.832,99.12
140510,ต. ทางช้าง,Thang Chang,1405,14.375,100.432
104102,แขวง ตลาดบางเขน,,1041,13.871,100.58
103802,แขวง จรเข้บัว,,1038,13.84,100.6
140712,ต. ขวัญเมือง,Khwan Mueang,1407,14.444,100.536
150403,ต. บางพลับ,Bang Phlap,1504,14.641,100.406
140512,ต. บางหลวง,Bang Luang,1405,14.403,100.433
760112,ต. ต้นมะม่วง,Ton Mamuang,7601,13.079,99.958
500114,ต. ฟ้าฮ่าม,Fa Ham,5001,18.816,99.008
900106,ต. เกาะยอ,Ko Yo,9001,7.163,100.542
140714,ต. โพธิ์สามต้น,Pho Sam Ton,1407,14.421,100.547
940113,ต. ปุยุด,Pu Yut,9401,6.811,101.268
550101,ต. ในเวียง,Nai Wiang,5501,18.793,100.786
120607,ต. ท่าอิฐ,Tha It,1206,13.894,100.48
660508,ต. ห้วยเขน,Huai Khen,6605,16.033,100.479
501904,ต. ไชยสถาน,Chaiya Sathan,5019,18.745,99.043
750201,ต. กระดังงา,Kradang Nga,7502,13.472,99.951
101702,แขวง บางกะปิ,,1017,13.752,100.586
101902,แขวง ตลิ่งชัน,,1019,13.789,100.459
500506,ต. ป่าลาน,Pa Lan,5005,18.836,99.106
102201,แขวง บางหว้า,,1022,13.714,100.443
130106,ต. บางขะแยง,Bang Khayaeng,1301,13.967,100.523
